基金代码,基金简称,2022-01-14-单位净值,2022-01-14-累计净值,2022-01-13-单位净值,2022-01-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
001224,中邮新思路灵活配置混合,,,3.4420,3.4420,,,开放申购,开放赎回,0.15%
001736,圆信永丰优加生活,,,3.4380,3.4380,,,开放申购,开放赎回,0.15%
257070,国联安优选行业混合,,,3.4296,3.7306,,,开放申购,开放赎回,0.15%
010687,工银文体产业股票C,,,3.4270,3.4270,,,限大额,开放赎回,0.00%
007579,宝盈先进制造混合C,,,3.4230,3.6280,,,开放申购,开放赎回,0.00%
002620,中邮未来新蓝筹混合,,,3.4160,3.4160,,,开放申购,开放赎回,0.15%
003984,嘉实新能源新材料股票A,,,3.4126,3.4126,,,开放申购,开放赎回,0.15%
160212,国泰估值优势混合(LOF),,,3.4080,3.4080,,,开放申购,开放赎回,0.15%
233011,大摩主题优选混合,,,3.4050,4.4790,,,开放申购,开放赎回,0.15%
519066,汇添富蓝筹稳健混合A,,,3.4010,4.73,,,开放申购,开放赎回,0.15%
013516,汇添富蓝筹稳健混合E,,,3.3970,3.3970,,,开放申购,开放赎回,0.00%
004390,平安转型创新混合A,,,3.3913,3.4813,,,开放申购,开放赎回,0.15%
530020,建信转债增强债券A,,,3.3890,3.3890,,,开放申购,开放赎回,0.08%
320012,诺安主题精选混合,,,3.3830,3.4830,,,开放申购,开放赎回,0.15%
240022,华宝资源优选混合A,,,3.3820,3.4910,,,开放申购,开放赎回,0.15%
519778,交银经济新动力混合A,,,3.3801,3.3801,,,开放申购,开放赎回,0.15%
000831,工银医疗保健股票,,,3.3790,3.3790,,,开放申购,开放赎回,0.15%
014096,交银经济新动力混合C,,,3.3786,3.3786,,,开放申购,开放赎回,0.00%
050011,博时信用债券A/B,,,3.3770,3.4920,,,开放申购,开放赎回,0.08%
006252,永赢消费主题A,,,3.3727,3.3727,,,开放申购,开放赎回,0.15%
006348,银华盛利混合发起式,,,3.3701,3.3701,,,开放申购,开放赎回,0.15%
011068,华宝资源优选混合C,,,3.37,3.37,,,开放申购,开放赎回,0.00%
004423,华商研究精选灵活配置,,,3.3640,3.3640,,,开放申购,开放赎回,0.15%
000747,广发逆向策略混合A,,,3.3630,3.3630,,,开放申购,开放赎回,0.15%
000756,建信潜力新蓝筹股票,,,3.3620,3.3620,,,开放申购,开放赎回,0.15%
001907,国投瑞银境煊灵活配置混合A,,,3.3589,3.3589,,,开放申购,开放赎回,0.15%
003985,嘉实新能源新材料股票C,,,3.3531,3.3531,,,开放申购,开放赎回,0.00%
011758,广发逆向策略混合C,,,3.3521,3.3521,,,开放申购,开放赎回,0.00%
001645,国泰大健康股票A,,,3.3480,3.94,,,开放申购,开放赎回,0.15%
006253,永赢消费主题C,,,3.3472,3.3472,,,开放申购,开放赎回,0.00%
210003,金鹰行业优势混合,,,3.3467,3.7367,,,开放申购,开放赎回,0.15%
470008,汇添富策略回报混合,,,3.3460,3.5860,,,开放申购,开放赎回,0.15%
519097,新华中小市值优选混合,,,3.3416,4.1036,,,开放申购,开放赎回,0.15%
110023,易方达医疗保健行业混合,,,3.34,3.34,,,开放申购,开放赎回,0.15%
000462,农银主题轮动混合,,,3.3366,3.3366,,,开放申购,开放赎回,0.15%
005911,广发双擎升级混合A,,,3.3355,3.4684,,,开放申购,开放赎回,0.15%
011321,国泰大健康股票C,,,3.3350,3.3350,,,开放申购,开放赎回,0.00%
000967,华泰柏瑞创新动力混合,,,3.3340,3.3340,,,限大额,开放赎回,0.15%
001997,工银新趋势灵活配置混合C,,,3.3290,3.3290,,,开放申购,开放赎回,0.00%
005962,宝盈人工智能股票A,,,3.3237,3.3237,,,开放申购,开放赎回,0.15%
166801,浙商聚潮新思维混合A,,,3.3230,4.5860,,,开放申购,开放赎回,0.15%
161005,富国天惠成长混合A/B(LOF),,,3.3183,6.3663,,,限大额,开放赎回,0.15%
009314,广发双擎升级混合C,,,3.3156,3.3156,,,开放申购,开放赎回,0.00%
690009,民生加银红利回报混合,,,3.3130,3.6110,,,开放申购,开放赎回,0.15%
000541,华商创新成长混合发起式,,,3.3030,3.5580,,,开放申购,开放赎回,0.15%
003494,富国天惠成长混合C,,,3.3028,3.6078,,,限大额,开放赎回,0.00%
004784,招商稳健优选股票,,,3.3019,3.3019,,,开放申购,开放赎回,0.15%
690011,民生加银积极成长混合发起式,,,3.2970,3.2970,,,开放申购,开放赎回,0.15%
004391,平安转型创新混合C,,,3.2955,3.3805,,,开放申购,开放赎回,0.00%
000778,鹏华先进制造股票,,,3.29,3.29,,,开放申购,开放赎回,0.15%
519642,银河智造混合,,,3.2890,3.2890,,,开放申购,开放赎回,0.15%
200012,长城中小盘成长混合,,,3.2880,3.2880,,,开放申购,开放赎回,0.15%
003516,国泰融安多策略灵活配置混合,,,3.2863,3.2863,,,开放申购,开放赎回,0.15%
000566,华泰柏瑞创新升级混合A,,,3.2860,4.5010,,,开放申购,开放赎回,0.12%
163810,中银价值混合,,,3.2810,3.3010,,,开放申购,开放赎回,0.15%
006250,上投摩根动力精选混合A,,,3.2741,3.2741,,,开放申购,开放赎回,0.15%
002939,广发创新升级混合,,,3.2721,3.3171,,,开放申购,开放赎回,0.15%
531020,建信转债增强债券C,,,3.2720,3.2720,,,开放申购,开放赎回,0.00%
050111,博时信用债券C,,,3.2710,3.3680,,,开放申购,开放赎回,0.00%
002780,前海联合泓鑫混合A,,,3.2704,3.2704,,,开放申购,开放赎回,0.15%
270006,广发策略优选混合,,,3.2693,4.5293,,,开放申购,开放赎回,0.15%
000173,汇添富美丽30混合,,,3.2690,3.5210,,,开放申购,开放赎回,0.15%
013137,上投摩根动力精选混合C,,,3.2685,3.2685,,,开放申购,开放赎回,0.00%
004812,中欧先进制造股票A,,,3.2613,3.2613,,,开放申购,开放赎回,0.15%
000021,华夏优势增长混合,,,3.2560,4.4260,,,开放申购,开放赎回,0.15%
519673,银河康乐股票,,,3.2550,3.2550,,,开放申购,开放赎回,0.15%
000589,光大银发商机混合,,,3.2550,3.5050,,,开放申购,开放赎回,0.15%
007043,前海联合泓鑫混合C,,,3.2550,3.2550,,,开放申购,开放赎回,0.00%
001955,中欧养老产业混合A,,,3.2470,3.2470,,,限大额,开放赎回,0.15%
002124,广发新兴产业混合A,,,3.2460,3.2460,,,开放申购,开放赎回,0.15%
005669,前海开源公用事业股票,,,3.2426,3.2426,,,限大额,开放赎回,0.15%
000598,长盛生态环境混合,,,3.2420,3.2420,,,开放申购,开放赎回,0.15%
012778,中欧养老产业混合C,,,3.2340,3.2340,,,限大额,开放赎回,0.00%
005963,宝盈人工智能股票C,,,3.2336,3.2336,,,开放申购,开放赎回,0.00%
010433,广发新兴产业混合C,,,3.23,3.23,,,开放申购,开放赎回,0.00%
004813,中欧先进制造股票C,,,3.2257,3.2257,,,开放申购,开放赎回,0.00%
165313,建信优势动力混合(LOF),,,3.2230,3.2230,,,开放申购,开放赎回,0.15%
000689,前海开源新经济混合A,,,3.2191,3.3291,,,限大额,开放赎回,0.15%
519176,浦银安盛消费升级混合C,,,3.2180,3.2180,,,开放申购,开放赎回,0.00%
005968,创金合信工业周期股票A,,,3.2171,3.2171,,,开放申购,开放赎回,0.15%
013157,前海开源新经济混合C,,,3.2152,3.2152,,,限大额,开放赎回,0.00%
001908,国投瑞银境煊灵活配置混合C,,,3.2148,3.2148,,,开放申购,开放赎回,0.00%
519125,浦银安盛消费升级混合A,,,3.2140,3.2140,,,开放申购,开放赎回,0.15%
005794,银华心怡灵活配置混合A,,,3.2045,3.3775,,,开放申购,开放赎回,0.15%
001811,中欧明睿新常态混合A,,,3.2044,3.4554,,,开放申购,开放赎回,0.15%
014043,银华心怡灵活配置混合C,,,3.2020,3.2020,,,开放申购,开放赎回,0.00%
005743,长安裕隆混合A,,,3.2015,3.2015,,,开放申购,开放赎回,0.15%
001985,富国低碳新经济混合A,,,3.20,3.48,,,限大额,开放赎回,0.15%
000452,南方医药保健灵活配置混合,,,3.1970,3.4120,,,开放申购,开放赎回,0.15%
376510,上投摩根大盘蓝筹股票,,,3.1886,3.1886,,,开放申购,开放赎回,0.15%
001473,建信大安全战略精选股票,,,3.1853,3.1853,,,开放申购,开放赎回,0.15%
011306,富国低碳新经济混合C,,,3.1820,3.1820,,,限大额,开放赎回,0.00%
001054,工银新金融股票A,,,3.1790,3.1790,,,限大额,开放赎回,0.15%
570001,诺德价值优势混合,,,3.1778,3.6078,,,开放申购,开放赎回,0.15%
000794,宝盈睿丰创新混合A/B,,,3.1770,3.1770,,,开放申购,开放赎回,0.12%
002160,南方驱动混合,,,3.1770,3.1770,,,开放申购,开放赎回,0.15%
163818,中银中小盘成长混合,,,3.1740,3.1740,,,开放申购,开放赎回,0.15%
013355,工银新金融股票C,,,3.1740,3.1740,,,限大额,开放赎回,0.00%
004997,广发高端制造股票A,,,3.1661,3.1661,,,开放申购,开放赎回,0.15%
010028,华泰柏瑞创新升级混合C,,,3.1630,3.75,,,开放申购,开放赎回,0.00%
121010,国投瑞银瑞源灵活配置混合,,,3.16,3.4181,,,开放申购,开放赎回,0.15%
005927,创金合信新能源汽车股票A,,,3.16,3.16,,,开放申购,开放赎回,0.15%
000328,上投摩根转型动力灵活配置混合,,,3.1592,3.1592,,,开放申购,开放赎回,0.15%
110030,易方达沪深300量化增强,,,3.1572,3.1572,,,开放申购,开放赎回,0.15%
005744,长安裕隆混合C,,,3.1558,3.1558,,,开放申购,开放赎回,0.00%
162703,广发小盘成长混合(LOF)A,,,3.1553,5.7310,,,开放申购,开放赎回,0.15%
005840,富国产业驱动混合,,,3.1524,3.1524,,,开放申购,开放赎回,0.15%
010160,广发高端制造股票C,,,3.1503,3.1503,,,开放申购,开放赎回,0.00%
001070,建信信息产业股票,,,3.1470,3.1470,,,开放申购,开放赎回,0.15%
002770,安信新回报混合A,,,3.1422,3.1922,,,开放申购,开放赎回,0.08%
009132,广发小盘成长混合(LOF)C,,,3.1406,3.3690,,,开放申购,开放赎回,0.00%
001827,富国研究优选沪港深混合,,,3.14,3.14,,,限大额,开放赎回,0.15%
005969,创金合信工业周期股票C,,,3.1391,3.1391,,,开放申购,开放赎回,0.00%
217021,招商优势企业混合,,,3.1390,3.1390,,,开放申购,开放赎回,0.15%
001576,国泰智能装备股票A,,,3.1380,3.1380,,,开放申购,开放赎回,0.15%
005765,中欧明睿新常态混合C,,,3.1370,3.3040,,,开放申购,开放赎回,0.00%
710002,富安达策略精选混合,,,3.1309,3.1709,,,开放申购,开放赎回,0.15%
005855,中科沃土沃瑞混合A,,,3.1292,3.1292,,,开放申购,开放赎回,0.15%
001508,富国新动力灵活配置混合A,,,3.1260,4.1260,,,限大额,开放赎回,0.15%
011322,国泰智能装备股票C,,,3.1260,3.1260,,,开放申购,开放赎回,0.00%
206002,鹏华精选成长混合,,,3.1140,3.1140,,,开放申购,开放赎回,0.15%
001102,前海开源国家比较优势混合A,,,3.1120,3.1120,,,开放申购,开放赎回,0.15%
340006,兴全全球视野股票,,,3.1110,5.8570,,,开放申购,开放赎回,0.15%
001631,天弘中证食品饮料ETF联接A,,,3.1094,3.1875,,,开放申购,开放赎回,0.10%
005050,长安鑫旺价值混合C,,,3.1053,3.1053,,,开放申购,开放赎回,0.00%
002771,安信新回报混合C,,,3.1037,3.1537,,,开放申购,开放赎回,0.00%
006081,海富通电子传媒股票A,,,3.1012,3.1012,,,开放申购,开放赎回,0.15%
000727,融通健康产业灵活配置混合A/B,,,3.1010,3.1010,,,开放申购,开放赎回,0.15%
519093,新华钻石品质企业混合,,,3.1004,3.1004,,,开放申购,开放赎回,0.15%
000828,泰达转型机遇股票A,,,3.10,3.32,,,限大额,开放赎回,0.12%
000594,大摩进取优选股票,,,3.10,3.10,,,开放申购,开放赎回,0.15%
004075,交银医药创新股票A,,,3.0979,3.0979,,,开放申购,开放赎回,0.15%
005049,长安鑫旺价值混合A,,,3.0976,3.0976,,,开放申购,开放赎回,0.12%
163816,中银转债增强债券A,,,3.0974,3.0974,,,限大额,开放赎回,0.08%
002708,大摩健康产业混合A,,,3.0960,3.0960,,,开放申购,开放赎回,0.15%
610004,信达澳银中小盘混合,,,3.0960,3.7520,,,开放申购,开放赎回,0.15%
014046,交银医药创新股票C,,,3.0955,3.0955,,,开放申购,开放赎回,0.00%
012800,泰达转型机遇股票C,,,3.0950,3.0950,,,限大额,开放赎回,0.00%
014030,大摩健康产业混合C,,,3.0940,3.0940,,,开放申购,开放赎回,0.00%
005856,中科沃土沃瑞混合C,,,3.0922,3.0922,,,开放申购,开放赎回,0.00%
320011,诺安中小盘精选混合,,,3.0920,4.1220,,,限大额,开放赎回,0.15%
501064,国泰价值优选灵活配置混合,,,3.0917,3.0917,,,开放申购,开放赎回,0.15%
519677,银河定投宝腾讯济安指数,,,3.0910,3.0910,,,开放申购,开放赎回,0.00%
000478,建信中证500指数增强A,,,3.0872,3.0872,,,开放申购,开放赎回,0.15%
006533,易方达科融混合,,,3.0860,3.0860,,,开放申购,开放赎回,0.15%
001071,华安媒体互联网混合A,,,3.0840,3.0840,,,开放申购,开放赎回,0.15%
110026,易方达创业板ETF联接A,,,3.0838,3.0838,,,开放申购,开放赎回,0.12%
013620,华安媒体互联网混合C,,,3.0810,3.0810,,,开放申购,开放赎回,0.00%
005928,创金合信新能源汽车股票C,,,3.0773,3.0773,,,开放申购,开放赎回,0.00%
530019,建信社会责任混合,,,3.0770,3.0770,,,开放申购,开放赎回,0.15%
006257,信达澳银先进智造股票型,,,3.0767,3.0767,,,开放申购,开放赎回,0.15%
009274,融通健康产业灵活配置混合C,,,3.0760,3.0760,,,开放申购,开放赎回,0.00%
005668,融通新能源汽车主题精选混合A,,,3.0757,3.0757,,,开放申购,开放赎回,0.15%
005299,万家成长优选混合A,,,3.0737,3.0737,,,开放申购,开放赎回,0.15%
540004,汇丰晋信2026周期混合,,,3.0726,3.6926,,,开放申购,开放赎回,0.075%
610006,信达澳银产业升级混合,,,3.0710,3.5410,,,开放申购,开放赎回,0.15%
001951,金鹰改革红利混合,,,3.07,3.07,,,开放申购,开放赎回,0.15%
001632,天弘中证食品饮料ETF联接C,,,3.0661,3.1437,,,开放申购,开放赎回,0.00%
217010,招商大盘蓝筹混合,,,3.0560,3.7690,,,开放申购,开放赎回,0.15%
009835,融通新能源汽车主题精选混合C,,,3.0545,3.0545,,,开放申购,开放赎回,0.00%
002132,广发鑫享混合,,,3.0510,3.0510,,,限大额,开放赎回,0.15%
004744,易方达创业板ETF联接C,,,3.0502,3.0502,,,开放申购,开放赎回,0.00%
005136,华安幸福生活混合,,,3.05,3.05,,,开放申购,开放赎回,0.15%
160919,大成产业升级股票(LOF),,,3.0490,5.0350,,,开放申购,开放赎回,0.15%
000717,融通转型三动力灵活配置混合A,,,3.0370,3.0370,,,开放申购,开放赎回,0.15%
001677,中银战略新兴产业股票A,,,3.0360,3.0360,,,开放申购,开放赎回,0.15%
450004,国富深化价值混合,,,3.0320,3.5020,,,开放申购,开放赎回,0.15%
519001,银华价值优选混合,,,3.0277,10.0073,,,开放申购,开放赎回,0.15%
005633,建信中证500指数增强C,,,3.0270,3.0270,,,开放申购,开放赎回,0.00%
000248,汇添富中证主要消费ETF联接A,,,3.0244,3.0244,,,开放申购,开放赎回,0.10%
001510,富国新动力灵活配置混合C,,,3.0230,4.0230,,,限大额,开放赎回,0.00%
010812,中银战略新兴产业股票C,,,3.0230,3.0230,,,开放申购,开放赎回,0.00%
540010,汇丰晋信科技先锋股票,,,3.0226,3.0226,,,开放申购,开放赎回,0.15%
590003,中邮核心优势灵活配置混合,,,3.0210,3.2010,,,限大额,开放赎回,0.15%
012857,汇添富中证主要消费ETF联接C,,,3.0208,3.0208,,,开放申购,开放赎回,0.00%
000940,富国中小盘精选混合,,,3.0180,3.0180,,,开放申购,开放赎回,0.15%
009828,融通转型三动力灵活配置混合C,,,3.0170,3.0170,,,开放申购,开放赎回,0.00%
160512,博时卓越品牌混合(LOF),,,3.0160,3.20,,,开放申购,开放赎回,0.15%
420003,天弘永定价值成长混合,,,3.0160,3.3510,,,开放申购,开放赎回,0.15%
000242,景顺长城策略精选灵活配置混合,,,3.0140,3.5640,,,开放申购,开放赎回,0.15%
519056,海富通内需热点混合,,,3.0124,3.0124,,,开放申购,开放赎回,0.15%
005300,万家成长优选混合C,,,3.0113,3.0113,,,开放申购,开放赎回,0.00%
000362,国泰聚信价值优势混合A,,,3.0090,4.0070,,,开放申购,开放赎回,0.15%
000363,国泰聚信价值优势混合C,,,3.0080,4.0020,,,开放申购,开放赎回,0.00%
000524,上投摩根民生需求股票,,,3.0051,3.4441,,,开放申购,开放赎回,0.15%
002083,新华鑫动力灵活配置混合A,,,3.0003,3.0003,,,开放申购,开放赎回,0.10%
006080,海富通电子传媒股票C,,,2.9994,2.9994,,,开放申购,开放赎回,0.00%
005680,财通资管价值成长混合A,,,2.9950,2.9950,,,开放申购,开放赎回,0.15%
005681,财通资管价值成长混合C,,,2.9945,2.9945,,,开放申购,开放赎回,0.00%
001790,国泰智能汽车股票A,,,2.9870,2.9870,,,开放申购,开放赎回,0.15%
002084,新华鑫动力灵活配置混合C,,,2.9816,2.9816,,,开放申购,开放赎回,0.00%
163817,中银转债增强债券B,,,2.9778,2.9778,,,限大额,开放赎回,0.00%
420005,天弘周期策略混合,,,2.9760,3.3470,,,开放申购,开放赎回,0.15%
011323,国泰智能汽车股票C,,,2.9750,2.9750,,,开放申购,开放赎回,0.00%
519915,富国消费主题混合A,,,2.9720,2.9720,,,开放申购,开放赎回,0.15%
000117,广发轮动配置混合,,,2.9690,2.9690,,,开放申购,开放赎回,0.15%
217027,招商央视财经50指数A,,,2.9673,2.9673,,,开放申购,开放赎回,0.12%
002593,富国美丽中国混合A,,,2.9610,3.0610,,,限大额,开放赎回,0.15%
001538,上投摩根科技前沿灵活配置混合,,,2.9589,2.9589,,,开放申购,开放赎回,0.15%
007689,国投瑞银新能源混合A,,,2.9573,3.0273,,,开放申购,开放赎回,0.15%
011309,富国消费主题混合C,,,2.9550,2.9550,,,开放申购,开放赎回,0.00%
860009,光大阳光稳健增长混合A,,,2.9549,3.0249,,,开放申购,开放赎回,0.80%
000976,长城新兴产业混合,,,2.9508,2.9508,,,限大额,开放赎回,0.15%
000586,景顺长城中小创精选股票,,,2.9490,2.9490,,,开放申购,开放赎回,0.15%
011566,富国美丽中国混合C,,,2.9470,2.9470,,,限大额,开放赎回,0.00%
210008,金鹰策略配置混合,,,2.9432,3.5432,,,开放申购,开放赎回,0.15%
005760,富国周期优势混合A,,,2.9414,2.9414,,,限大额,开放赎回,0.15%
000601,华宝创新优选混合,,,2.9380,3.2780,,,开放申购,开放赎回,0.15%
910011,东方红启瑞三年持有混合A,,,2.9372,3.2522,,,暂停申购,开放赎回,0.00%
001315,易方达新益混合E,,,2.9360,3.0480,,,限大额,开放赎回,0.00%
007690,国投瑞银新能源混合C,,,2.9320,3.0020,,,开放申购,开放赎回,0.00%
